artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Miguel Calo,Lejos De Buenos Aires,2aBccF9OQdiFDHEDHro4af,0,2017,tango,0.588,0.303,7,-9.888,1,0.0445,0.695,0.295,0.117,0.608,125.281,169691,4
Horse Jumper of Love,Graveyard Harmony,2ukF1XFS5TIIglEvyechu0,16,2021,garage,0.534,0.267,2,-14.301,1,0.027,0.897,0.889,0.112,0.205,105.392,162719,4
Camela,Espina de Amor,6Dezz6tVaR8hhlVTclp1QR,10,2002,spanish,0.65,0.917,2,-8.222,0,0.0433,0.0721,1.32e-06,0.189,0.921,139.742,216493,4
The Body,"I, The Mourner of Perished Days",2yIbrS2WkJ3hwq7sGDJwY5,7,2013,dub,0.172,0.766,0,-12.693,0,0.06,0.901,0.982,0.38,0.07,120.481,195862,1
Jay Chou,蝸牛,0QJ00XF8jm6b0mklxG51ad,42,2001,pop,0.323,0.441,7,-9.937,1,0.031,0.766,3.59e-05,0.772,0.2,139.55,238893,4
La Femme,Mon ami,3cog2B7cICzIucXLoE1lYY,30,2021,psych-rock,0.629,0.868,4,-8.245,1,0.041,0.179,0.00757,0.0941,0.113,100.013,157173,4
Ho99o9,Knuckle Up,12rJfJouowh9qoNUT8sdwp,35,2017,industrial,0.503,0.906,6,-4.502,0,0.147,0.0411,0.0,0.413,0.227,137.883,237853,4
LTGTR,Show Me How,1gOylCZP5UA2xzC1Ji3xiP,27,2018,techno,0.814,0.398,1,-8.919,0,0.04,0.0851,0.0111,0.138,0.249,123.993,176139,4
Mr. Scruff,Nice Up The Function,772EThQpMKIBw6Ei1Co0My,14,2008,trip-hop,0.636,0.662,6,-9.281,0,0.478,0.168,0.0,0.24,0.719,115.773,235533,5
Cut Copy,Lights & Music - Single Version,0GIDreRA72wvlOMTnIyKaU,17,2008,chill,0.611,0.916,10,-6.123,0,0.0376,0.0617,0.155,0.13,0.669,126.006,299747,4
Andrew Bird,Simple X,2arDOcoBX9yJ1XviBVbZzU,24,2007,folk,0.608,0.715,8,-9.362,1,0.115,0.277,0.0472,0.125,0.472,108.657,216733,4
Shiny Penny,Mr. Welker - Bonus - Acoustic,7DXSeUAODydybBUUVOuSCT,1,2013,indian,0.587,0.418,1,-11.448,1,0.0507,0.25,0.00109,0.0805,0.114,89.649,227766,4
Loscil,Sous Marin,0qQAIBuM7K2CZs9dTuqZ1K,37,2022,ambient,0.0822,0.0189,4,-37.728,1,0.0677,0.94,0.837,0.121,0.025,172.862,232320,4
Alain Daniel,El Bum Bum,5TYeuQZrqLklegVZ6IdlDn,3,2018,salsa,0.547,0.906,1,-8.958,0,0.0489,0.349,0.00372,0.33,0.709,111.329,267333,4
Osvaldo Pugliese,Ventanita De Arrabal,2ydDnMsb6q72SMkutIgphk,1,2000,tango,0.577,0.16,6,-10.37,0,0.0545,0.946,0.000411,0.237,0.606,115.418,188893,4
Roberta Sá,Boca Em Boca,5Y8whI4VOAsTlEg3B7178l,16,2015,samba,0.87,0.707,5,-9.119,1,0.0498,0.476,0.000233,0.0441,0.852,119.045,212623,4
Mythos 'N DJ Cosmo,Hymn - Radio Mix,304SmpXrezswHzLXdte6xc,4,2000,trance,0.57,0.887,11,-4.676,0,0.042,0.0249,0.00012,0.0689,0.22,131.005,215960,4
Voleti Venkateswarulu,Vatapi Ganapathim - Hamsadhwani - Adi,2Bshogxe2asTmyJpOYG2tj,0,2005,indian,0.484,0.19,6,-17.64,1,0.142,0.958,0.88,0.129,0.401,176.337,863907,4
Yandel,Explícale (feat. Bad Bunny),1LszjjoVwDDZcWUQbzeDLG,65,2017,hip-hop,0.808,0.69,1,-4.151,1,0.148,0.0583,0.0,0.103,0.64,125.086,223147,4
Hacride,Overcome,2IUuS8yfOGfxLYl09xMtBR,13,2013,groove,0.448,0.861,10,-4.896,0,0.0472,0.000416,0.00276,0.208,0.0939,113.372,314867,4
Gesloten Cirkel,Feat Liette,66atvHcSiyj6gp2MwwLnuo,12,2014,techno,0.784,0.819,11,-5.404,0,0.103,0.000954,0.676,0.111,0.159,119.997,372313,4
Grateful Dead,"Little Red Rooster - Live at JFK Stadium, Philadelphia, PA, July 7, 1989",4L8U7El87Y75WTGot943ar,17,2010,psych-rock,0.351,0.679,2,-9.198,1,0.0525,0.686,0.108,0.521,0.574,112.13,572360,3
Elsa,"T'en va pas (1ère version) [From ""La femme de ma vie""]",68ypZ6ZaJrb5FjytJKWneK,32,2014,french,0.731,0.441,0,-9.786,1,0.028,0.686,0.000123,0.116,0.263,96.616,228280,4
2002,Beauty and Grace,6B20vm6sR09r5IckXb0R1L,8,2011,new-age,0.0779,0.32,7,-10.969,1,0.0351,0.604,0.914,0.1,0.0812,79.844,361053,4
Swans,No Words/No Thoughts,4lVSVSyBckEIYLYjo0DfeT,11,2010,industrial,0.181,0.81,9,-5.852,0,0.0561,0.00146,0.524,0.279,0.108,136.111,564453,4
Helen Reddy,"Candle On the Water - From ""Pete's Dragon"" / Soundtrack Version",74UZSX03wVCDrZoQQ0d2ZV,35,2002,folk,0.381,0.151,0,-16.18,1,0.0321,0.878,0.0,0.291,0.239,65.74,185613,3
Calcium,Deep Streets,7LSHQRJmnuNs9SIjJc3zTA,19,2021,dub,0.378,0.986,10,-0.936,0,0.427,0.00489,0.00542,0.189,0.228,149.048,281600,4
Maurette Brown Clark,I Just Wanna Praise You,47Twm6RDa3kFdckvBDtNeR,38,2023,gospel,0.482,0.902,1,-3.452,1,0.132,0.258,0.0,0.358,0.592,95.061,284507,4
Kyle Watson,Creatures,4c65WEoQWzuac4a7eOHb3e,7,2017,groove,0.949,0.473,10,-8.96,0,0.157,0.00659,0.204,0.698,0.555,122.016,328081,4
Gomer Edwin Evans,"Das Manifest der Liebe, Pt. 1",1avIB69fdk7AlW07QmViha,8,2015,new-age,0.517,0.219,4,-13.536,1,0.0312,0.603,0.000404,0.0977,0.363,77.006,373743,4
Gnaw Their Tongues,Ten Bodies Hanging,5tgvdNSPtxQc6QUtWWKBsw,16,2019,black-metal,0.258,0.671,5,-5.608,0,0.0545,6.41e-05,0.766,0.437,0.144,103.944,227000,4
Enrique Iglesias,Escapar,6KnQHJvLVexroVxienplH1,56,2001,pop,0.763,0.866,11,-4.615,1,0.0277,0.0386,0.000103,0.0826,0.901,125.96,208827,4
Katsbarnea,Apocalipse,1WhTTo75YqLegIOyndRQex,33,2013,gospel,0.482,0.73,6,-7.205,0,0.0295,0.495,9.97e-05,0.956,0.548,119.826,360253,4
Willie Nelson,I'm A Worried Man,25bzmoBjqtBouWQGktjP91,28,2005,country,0.781,0.661,0,-6.897,1,0.16,0.238,0.000952,0.114,0.951,147.706,155093,4
Joe Bonamassa,When the Sun Goes Down,3PajVpCz1fqWnqukNi4xrg,13,2004,blues,0.531,0.845,9,-6.769,0,0.0539,0.0154,1.89e-05,0.353,0.711,140.988,163680,4
Maiara & Maraisa,Bengala e Crochê - Ao Vivo,5w11scFjudri4rCcfd1ik0,41,2017,sertanejo,0.532,0.852,11,-3.948,0,0.237,0.613,0.0,0.69,0.335,72.146,174253,3
Garnett Silk,Disadvantaged,2oXhMnJVYDC4HKmcuTzp1n,8,2005,dancehall,0.681,0.622,0,-4.729,1,0.183,0.0736,0.0,0.0685,0.776,110.773,227747,5
Rick & Renner,Interview - Não são coisas do amor,5rYBQ58kw1WJTAcOFH2EKC,0,2009,sertanejo,0.636,0.406,7,-17.718,1,0.878,0.903,0.0,0.484,0.354,99.299,94173,4
Funeral Mist,Metamorphosis,5VqvaKMrnVbEK5rhLwys9V,24,2018,black-metal,0.13,0.697,9,-7.316,1,0.0461,1.5e-05,0.0509,0.125,0.145,45.396,454547,4
LANY,Thru These Tears,7GbAp0HKPQW7WnFJAzMoRk,63,2018,pop,0.711,0.517,11,-7.695,1,0.0391,0.154,0.0,0.149,0.294,119.945,204516,4
Forlorn,Spiritshade,5ZwsXZRcM3goWqrqAKXG1U,0,2000,black-metal,0.161,0.848,0,-6.562,1,0.0601,2.17e-05,0.94,0.333,0.0789,131.316,212453,4
If I Were You,Always Searching,0ohBBk9raw93dcuLfHFqgn,27,2020,hardcore,0.35,0.982,10,-3.092,0,0.106,1.48e-05,0.00164,0.105,0.278,173.189,228773,4
Sérgio Reis,Boiadeiro Errante - Ao Vivo,3EeWTFarURdymyeGilpTYe,44,2009,sertanejo,0.516,0.625,7,-6.156,1,0.0278,0.497,0.0,0.403,0.652,96.953,237560,4
Sticky Kids,Can You Run as Fast as Me?,7HYQhtQ9SKHezVmDfZSMwb,12,2004,party,0.956,0.452,5,-11.133,1,0.236,0.551,0.0,0.329,0.796,124.03,129107,4
Lee Seung Chul,"인연 (From. ""드라마 불새"")",7GXXYo4xfARIJeNOu9a2Se,26,2009,k-pop,0.5,0.324,8,-7.515,1,0.0325,0.793,1.04e-06,0.181,0.105,66.024,282308,4
Tim Janis,Forever Will Follow,4w819FVoyK28b5zfZvuJf7,21,2011,new-age,0.0973,0.339,4,-13.5,0,0.0355,0.812,0.146,0.187,0.0398,79.241,268627,4
Pompi,Beauty to Behold,7GACE4seFo6xOX5V6pBQDq,21,2012,afrobeat,0.75,0.599,10,-8.081,1,0.128,0.219,0.0,0.0941,0.722,128.261,214107,3
Byejack,褐色的眼睛,2ih823m7ZUJg9omTJXlSJX,34,2022,cantopop,0.534,0.44,5,-9.765,1,0.0286,0.648,1.07e-05,0.173,0.236,89.942,202812,4
Nick Colionne,Uncle Nick,11uJuAzT0gKwLeHKfIOb4M,31,2016,jazz,0.686,0.629,0,-8.956,1,0.0439,0.397,0.908,0.0801,0.725,104.0,234000,4
Alcione,Se não é amor,0aNN6abJWE5l1QCmt8KhF5,16,2005,samba,0.646,0.461,7,-8.898,0,0.035,0.72,0.0,0.102,0.399,104.208,264200,4
Freedom,The Alleyways,7K6FeqnVrQjUGE4IdRtpj5,21,2017,hardcore,0.242,0.972,11,-4.414,1,0.191,1.43e-05,0.91,0.0917,0.61,165.77,117050,4
Phaeleh,Breakout,2E9mhcDqWI7GtPiUTW1iMJ,24,2023,garage,0.287,0.812,11,-9.816,0,0.0629,0.032,0.891,0.745,0.0787,139.999,620596,4
Vin Downes,Skies and Openings,1VUMTkbvdJfu9Ki98Q1bmF,11,2014,acoustic,0.303,0.202,4,-17.66,1,0.0439,0.926,0.915,0.118,0.2,82.057,291373,3
Richard Tucker,"Rachel, quand du Seigneur (La Juive)",78ejzZdFN2e5Uv96fCnGJv,10,2006,opera,0.259,0.204,5,-12.469,0,0.0403,0.976,0.000171,0.102,0.181,92.281,263200,3
Mary Santora,Ranch Bod - Bonus,6cNXFrlHRYZubdyQS7eOcl,4,2023,comedy,0.677,0.535,11,-7.642,0,0.898,0.791,0.0,0.691,0.603,58.415,245400,4
Danakil,Life,5XokEPQB55ePNvQa8wKO2s,7,2006,dub,0.826,0.33,3,-12.804,1,0.0838,0.0304,2.93e-05,0.093,0.743,145.006,239827,4
TCM,Formula 1 Theme - Frenchcore Edit,00sa86t2sULVGh6ML82J7Y,45,2022,hardstyle,0.276,0.913,9,-5.719,1,0.195,0.0195,0.233,0.268,0.163,170.045,153604,3
Grateful Dead,"I Know You Rider - Live at Lille Fairgrounds, Lille, France 5/13/1972",39JdLVUgpI5cAiIwVuGN6i,10,2011,psych-rock,0.532,0.53,7,-11.808,1,0.0387,0.714,0.0843,0.147,0.54,87.171,411640,4
Glee Cast,Hair / Crazy In Love (Glee Cast Version),3nYdnT5i04pejaoxvhGZ2t,29,2021,club,0.476,0.901,7,-4.188,0,0.214,0.00296,0.0,0.254,0.621,99.427,99427,4
LOONY,raw,5WjTrSEmsfIC1WDwIquuwT,58,2021,chill,0.817,0.4,6,-6.516,0,0.165,0.334,3.37e-05,0.0934,0.438,81.058,186433,4
Nelly Furtado,Turn Off The Light - Timbaland Full Mix Version,3i9QQiyGqxEnGjQfXbMrP3,26,2000,dance,0.809,0.797,4,-6.469,0,0.0851,0.0343,0.0,0.0649,0.926,89.866,275507,4
Os 3 do Nordeste,Alambique de Barro - Ao Vivo,2rj6rEu5uDcua9haB58mDj,4,2012,forro,0.568,0.782,9,-6.682,0,0.0478,0.663,0.0,0.578,0.709,99.723,185704,4
Grateful Dead,"China Doll - Live at Giants Stadium, East Rutherford, NJ, 6/17/91",3aX73E9z6xzL1dcNJMGSqd,10,2019,psych-rock,0.493,0.243,9,-13.835,0,0.0316,0.86,0.00703,0.154,0.167,127.153,307764,4
Current Joys,American Honey,4HOsVv1uK6DS0gYKBCWMGv,53,2021,indie-pop,0.433,0.501,3,-8.89,1,0.0346,0.503,0.0177,0.0945,0.252,204.06,253011,4
Mozambo,Papercut,105ZkUvcfBOmqKDlvsOmpZ,26,2018,deep-house,0.715,0.761,9,-3.945,1,0.066,0.00602,0.0,0.379,0.257,125.045,174707,4
Kitaro,Shining Spirit of Water,1JO7DCFjBbqoHrme5RA5BB,8,2005,new-age,0.481,0.359,4,-14.468,0,0.0331,0.299,0.00174,0.676,0.0393,111.153,333467,4
Jon Kennedy,I Know You,2EFsDTUy9Jg7XxtJiKFk1B,6,2012,trip-hop,0.587,0.534,7,-12.378,1,0.0723,0.0498,0.076,0.0861,0.318,180.955,292763,4
Giacomo Puccini,"La Bohème / Act 1: Pensier profondo"" - Live",2ysYOoAfAfkO5keaymNo8d,8,2008,opera,0.409,0.125,11,-20.973,1,0.0671,0.982,0.00465,0.28,0.223,97.599,78360,3
Kublai Khan TX,High Hopes,7st3pvBJXvLarorNPqk12P,42,2019,hardcore,0.417,0.918,10,-4.738,0,0.0878,0.000561,0.00476,0.45,0.464,148.7,153080,4
The All-American Rejects,Change Your Mind,2XNoV4E0G4Ybj90oEH0CU1,30,2005,punk,0.504,0.835,5,-4.502,1,0.035,0.000414,0.0,0.127,0.578,149.764,220040,4
Grateful Dead,"I Need a Miracle - Live at Winterland, December 31, 1978",4jA7s4KUeDVc3Xpr7k6NYS,18,2003,country,0.615,0.595,7,-10.969,1,0.0507,0.0875,0.00681,0.281,0.482,125.957,677040,4
Jacuzzi Boys,Automatic Jail,7eBZMSNQovV1a7vCu05bsQ,13,2011,garage,0.39,0.773,4,-5.941,1,0.0284,0.00818,0.0,0.105,0.734,78.153,183080,4
Klaus Schulze,Good Old 4 on the Floor,25eantNY17SF0DvOn6RKnh,17,2000,ambient,0.519,0.396,1,-20.41,1,0.0348,0.546,0.76,0.121,0.0943,124.999,1440195,4
Sarah Brooks,O Little Town of Bethlehem,4rq8KKa8jyV2mepg3oq1Lv,9,2014,piano,0.334,0.00752,5,-28.058,1,0.0413,0.987,0.887,0.122,0.299,94.946,144080,3
Junior Boys,What It's For,0E4TTaJ8w0wAaeqB8jT0wh,8,2009,chill,0.746,0.344,0,-17.336,1,0.0886,0.96,0.917,0.0876,0.255,120.023,416253,4
The Orwells,Always N Forever,6r51t6szECkyxfN4rX6yqs,24,2014,garage,0.452,0.896,4,-3.777,1,0.0385,0.145,3.43e-05,0.315,0.394,143.041,161613,4
Lou Rawls,You'll Never Find Another Love Like Mine - Frankie Knuckles Directors Cut Mix,6yk3p5IeYFGh0950DiYZ1w,28,2021,disco,0.755,0.777,6,-10.808,0,0.0586,0.011,0.494,0.0569,0.765,120.003,460261,4
Jim Perkins,The Waiting Room,4NlKazw9AJdSWSBOPIXWEk,40,2022,ambient,0.201,0.0461,2,-25.278,1,0.0482,0.882,0.948,0.0989,0.0625,67.89,138547,4
Planet Boelex,Exist,17kQpY1pVrwT2Wi60YYyyy,14,2013,ambient,0.428,0.516,1,-13.523,0,0.044,0.64,0.883,0.118,0.153,193.967,484947,4
Guy Penrod,Nothing But The Blood,0ZQeyeQeR9NERlDZzqIFrx,23,2012,gospel,0.728,0.372,2,-7.021,1,0.0295,0.533,0.0,0.12,0.523,85.003,173040,4
Rotersand,War On Error,5lvu3athHzQbtCefhnnqut,22,2009,electro,0.622,0.925,1,-5.441,1,0.109,0.0159,0.683,0.257,0.512,124.017,295187,4
Andrei Krylov,Medieval Hymn of German Beer,1h4JIT9OQfUV9a71p3c8YJ,2,2015,guitar,0.506,0.307,1,-15.613,0,0.0456,0.919,0.89,0.08,0.858,169.163,79316,4
Klavdiya Shulzhenko,Mama,1BRLIvuqCQuVlbYv3sCUm7,0,2005,romance,0.383,0.175,6,-13.918,1,0.127,0.995,0.282,0.121,0.391,70.876,209881,4
Stone Temple Pilots,Adhesive - 2021 Remaster,1zTX7i8cKDUjZKq0zWZCyP,20,2021,hard-rock,0.354,0.712,9,-7.988,1,0.0391,0.00543,0.000815,0.0626,0.237,128.443,334522,4
Juicy J,Zip and a Double Cup (Remix) (feat. 2 Chainz & Tha Joker),3XYUaXoH95iPMf35MGfyJO,28,2011,hip-hop,0.854,0.696,8,-7.801,0,0.273,0.00135,0.0,0.388,0.432,140.002,250123,4
Marco Carola,Mini Monkey,5w1lEVXXfTj91TiUxOoI5A,15,2008,minimal-techno,0.815,0.813,7,-12.232,1,0.0484,0.000274,0.949,0.082,0.355,126.003,445836,4
Maelo Ruiz,Vuelve A Ser Mia Otra Vez,12iNALuSbtfWb4Q9zCBgTG,37,2006,salsa,0.682,0.463,1,-14.582,0,0.0361,0.485,1.6e-06,0.0458,0.907,85.355,288533,4
Dropkick Murphys,The Season's Upon Us - Live From Spotify NYC,2vjRbqK0ulQauqXaUtiiMd,15,2013,punk-rock,0.414,0.872,0,-5.5,1,0.104,0.514,0.0,0.19,0.728,175.067,266763,3
Deep Chills,Still Think About You,3IXBadXz4oaYZCuJNwHDFD,17,2018,deep-house,0.695,0.622,5,-8.359,0,0.0805,0.129,0.0,0.08,0.496,122.058,201158,4
Mala Medicina,Sin Ti No Se Vivir,6vcJIhFfJVLTHymPZXDWyn,8,2004,heavy-metal,0.502,0.856,2,-4.821,1,0.0288,0.00141,0.000222,0.0962,0.519,139.839,270867,4
Pay money To my Pain,Reflection,1rsprcPtJHwKq6tg7VIOKw,16,2007,emo,0.2,0.952,4,-3.001,0,0.122,0.000234,0.0,0.119,0.432,95.107,200600,4
Javed Ali,Kuch Toh Zaroor Hai,7jDYNeso9PzdUzo8FKNh78,31,2022,pop-film,0.616,0.725,4,-6.553,1,0.037,0.189,1.41e-05,0.199,0.495,92.011,207391,4
ELLEGARDEN,A Thousand Smiles,0y29imfUgGC4I5yDHOsyU8,32,2004,emo,0.429,0.878,2,-1.836,1,0.0436,0.000284,4.19e-05,0.287,0.557,98.038,234373,4
Symphony X,Masquerade,3QZkVFhTvGwOLzIb85wpGO,23,2002,classical,0.235,0.826,2,-7.409,0,0.104,0.00342,0.00136,0.439,0.163,80.953,358955,4
The Blacktop Cadence,Sad Passing Shame,5zYekzJHUlfGEr2yrNXQA6,3,2003,emo,0.373,0.863,0,-7.226,1,0.0612,0.0247,0.224,0.388,0.37,155.875,263627,4
Zuco 103,Brief Passions - Live at AB,7IEqlgktyezH85b6kOiQrU,0,2003,samba,0.736,0.835,4,-6.149,0,0.0588,0.309,0.0,0.668,0.648,91.949,217067,4
SEVENTEEN,Heaven's Cloud,2Q4D2Pz1HDt1x4NukBID5Q,60,2021,k-pop,0.481,0.69,0,-7.858,0,0.072,0.0208,0.0,0.132,0.718,112.158,232227,4
Christopher Murray,Angelina,09Xj2wAri4PhrB11bdxWnl,0,2012,show-tunes,0.526,0.356,5,-14.642,1,0.0298,0.815,0.00924,0.13,0.416,96.173,305520,4
AWOLNATION,Dreamers,4hrr2I7Vh8Cu1B4WTQbyMA,30,2015,alt-rock,0.554,0.871,5,-3.916,1,0.0385,0.00984,0.405,0.276,0.407,132.838,145382,4
Gareth Emery,Take Everything - STANDERWICK Remix,4DHIUi97i2EQrZxhuwuCKh,30,2019,progressive-house,0.523,0.75,6,-5.533,1,0.0398,0.000615,0.00137,0.122,0.346,136.03,217500,4
Os Monarcas,Parceiro do Vento,3u1D9pnA2Ret9cmqfZEJDC,6,2018,sertanejo,0.679,0.646,4,-6.212,1,0.0631,0.347,0.0,0.13,0.964,174.814,203893,4
Moti Brothers,Tweet Tone - Christos Fourkis Remix,6WAwCR5V4pIA4DqEYsnxwy,24,2012,progressive-house,0.809,0.723,11,-5.689,0,0.042,0.000105,0.869,0.0803,0.784,121.999,444590,4
Destiny's Child,Is She The Reason,5dHmCBxIAPeWBwX1wzin1Y,36,2004,dance,0.464,0.678,5,-8.104,0,0.144,0.0655,1.23e-05,0.333,0.682,148.706,286773,4
Relient K,Up and Up - Acoustic,1XBgxyz9VjSJSymVO7uqpK,24,2008,alt-rock,0.582,0.849,1,-5.054,0,0.0257,0.104,2e-05,0.294,0.503,133.057,246307,4
Alligatoah,Es regnet kaum,7MAcUVUCs5mdwfRWfohrCq,45,2016,german,0.854,0.581,8,-6.43,1,0.082,0.151,0.0,0.0741,0.926,111.034,222013,4
Giacomo Meyerbeer,40 Mélodies à une et à plusieurs voix avec acc. de piano (1849): Die Rosenblätter,6pmCpHeYihuyKufdO8RvNd,0,2005,opera,0.493,0.0666,4,-25.205,1,0.0561,0.987,0.000628,0.16,0.548,101.222,79387,4
Zé Neto & Cristiano,Lugar Bom - Ao Vivo,7KCcTjIk6OpbJylz6MC2xO,40,2018,sertanejo,0.459,0.89,2,-3.943,1,0.263,0.48,4.34e-06,0.632,0.212,173.696,168260,4
Gleemer,Come Down,6aoslVx9b2J5tbYvbp3TbD,44,2017,emo,0.433,0.789,3,-6.809,1,0.0365,0.0124,0.579,0.203,0.521,165.975,195320,4
Malevolence,Turn to Stone,1UeJlCRpow31lVHcAuuKJo,29,2013,death-metal,0.222,0.679,7,-4.899,0,0.039,0.000245,0.892,0.139,0.116,105.016,448034,4
Yung Bae,Welcome to the Disco,1aKRACWeXW0kXMhCWo35ub,48,2019,funk,0.696,0.693,6,-5.215,1,0.0966,0.00137,0.8,0.267,0.722,127.971,195274,4
Tonight Alive,Take Me Down,6sqg4yviayFACQ8n2ScQdB,13,2012,emo,0.456,0.888,9,-5.287,1,0.0583,3.05e-05,1.67e-06,0.0627,0.761,162.038,156000,3
Webbie,My People,04hXcVEHwt9FRxrbEBZkiX,33,2010,hip-hop,0.801,0.592,2,-5.615,1,0.0699,0.00286,0.0,0.0689,0.494,160.003,245147,4
Sonny Clark,Eastern Incident,5cDnGTYEapx9GOML4cL1Ym,7,2003,piano,0.583,0.332,0,-11.459,1,0.0368,0.817,0.000127,0.188,0.364,77.56,494773,4
Albert Au,獅子山下 (Live),2GbWNrhfYVs1rUz3r31YJW,4,2023,cantopop,0.454,0.366,0,-14.875,1,0.295,0.77,0.0,0.24,0.326,76.431,563998,4
Elvis Presley,I've Got Confidence - Take 1,3mfJVTQ1cCrwL8tmgJPJ7R,9,2021,rock-n-roll,0.38,0.668,5,-11.967,1,0.118,0.679,3.61e-05,0.431,0.751,99.149,193187,4
The Backyardigans,Dragon Mountain,1Q2om4IAUBmQ1RVbCDFGNE,17,2008,party,0.805,0.592,2,-7.536,1,0.0501,0.0347,4e-06,0.201,0.746,125.683,118707,4
Frank Turner,Sweet Albion Blues,5c4PbgInCD3Chogfe5EX4S,15,2014,acoustic,0.537,0.816,9,-1.442,1,0.0383,0.845,0.0,0.159,0.911,111.699,128232,4
Ray Charles,How Long Has This Been Going On,2sgzRU9dXvAdZJcjRu6ikZ,12,2006,blues,0.386,0.27,7,-10.405,0,0.0312,0.856,0.0019,0.0644,0.177,134.81,382319,3
Viken Arman,Rosas - Nu Remix,3kfd2K9w54Rqwkr6uFhr6Z,39,2015,electronic,0.781,0.421,4,-11.231,0,0.0653,0.0495,0.621,0.101,0.159,94.009,332574,4
Atlas,Uni,36mNg15fAijSqafcNgEtIc,30,2019,metalcore,0.46,0.941,11,-5.372,1,0.0855,0.000254,0.0675,0.331,0.279,159.969,217500,4
Zion Train,Hailing Up The Selector,7sLM5bTTuHB8qhYx9fejJg,0,2002,dub,0.567,0.793,9,-5.721,0,0.205,0.125,7.16e-05,0.347,0.536,131.99,326680,4
Ducktails,The Disney Afternoon,557ZwcYEDHEBYcOt2w5B8S,20,2015,chill,0.59,0.503,9,-7.079,0,0.0308,0.096,0.84,0.0957,0.406,117.982,206968,3
Yiruma,Destiny Of Love,2yKHBUgjeBBuosKrS3j6mW,22,2015,classical,0.307,0.103,0,-17.915,1,0.0391,0.963,0.886,0.11,0.126,74.1,288480,1
Morphine,Cure for Pain,6uNpE8JzPYvsoc4SNxV6T6,17,2000,blues,0.494,0.472,7,-13.335,1,0.0276,0.387,0.556,0.471,0.449,114.154,191707,4
Garou,Je te laisse un sifflet,0iMuxtTJ8LPn9lB4rSr6ew,17,2005,french,0.341,0.164,1,-19.266,1,0.12,0.826,1.59e-06,0.246,0.0442,181.936,39707,5
Giuseppe Verdi,Verdi: Otello: Atto Primo: Già nella notte densa,45F45CpsApsWSrcezCTKRK,11,2020,opera,0.182,0.0748,1,-23.519,1,0.0523,0.978,0.0047,0.0658,0.0381,174.935,607493,3
MSZ,Air Under There - Suffused Remix,3by00CXxCUflxbnHTJI2Vv,8,2012,progressive-house,0.567,0.526,0,-12.542,1,0.0319,0.00203,0.848,0.0366,0.143,127.006,394033,4
Processor,Scott Spey is the manska,3Ssq15g6dM2Pmb1RTLXO4H,0,2011,club,0.871,0.586,11,-9.558,0,0.297,0.0685,0.873,0.297,0.335,126.022,325714,3
Flipp Dinero,No Option,2LNiTlYDSFntPkU3qvUc6Y,51,2021,hip-hop,0.819,0.569,1,-8.91,1,0.129,0.119,0.0,0.0659,0.799,112.976,229414,4
Miki Howard,You've Changed - 2006 Remaster,6Nt1tnhLht5pV9c0NSrlyK,2,2001,disco,0.5,0.368,3,-11.581,1,0.0271,0.438,0.0,0.111,0.0853,132.058,216800,4
Kutless,Word Of God Speak,0k6DoWuout7XxTv8Em2cFC,30,2005,alt-rock,0.507,0.662,5,-6.813,1,0.028,0.000123,3.14e-06,0.196,0.238,129.976,227587,4
Jordan Rakei,Wind Parade,0g941Kqd2InTMBbJO4eFlf,44,2020,jazz,0.653,0.573,5,-10.629,0,0.0352,0.344,0.297,0.0783,0.711,96.01,288640,4
Circus Of Dead Squirrels,Lipstick on a Pig,2oSwPu3MmDkVa6mPv7uPNx,6,2022,industrial,0.375,0.957,4,-4.684,0,0.175,0.000319,0.00206,0.603,0.332,160.051,293093,4
Ataulfo Alves,Mais Amor Para Você,6LRzXvGPzuL4MQnKCrHlzO,0,2023,samba,0.528,0.307,4,-8.629,0,0.0349,0.767,0.0,0.195,0.476,72.027,149954,4
Chico Mann,Dilo Como Yo (Te Están Llamando),3tz4X9gO0l6lOoh4ZvK7xg,32,2012,afrobeat,0.862,0.832,6,-5.3,0,0.0333,0.0693,0.633,0.065,0.973,119.998,255436,4
The Brainkiller,I Like This!,1eEO5bdQMEDkDXaH8ouL7V,20,2017,breakbeat,0.718,0.964,0,-4.264,0,0.0444,0.0176,0.882,0.219,0.57,129.977,236308,4
Erez Yaary,The Montauk Experiment,2zuJgnkoZ8eBqEmXRE4mmQ,0,2000,ambient,0.216,0.26,0,-15.819,0,0.0342,0.8,0.626,0.507,0.271,91.992,546640,4
The Pazant Brothers,Juicy Lucy,0Nbe9N83PH7ls74ZgzottO,4,2003,groove,0.664,0.657,6,-13.845,1,0.0708,0.0527,0.62,0.0761,0.942,112.707,187815,4
Adalberto Santiago,Anacaona,24MaHbyT43DnAB4usOiPgb,9,2019,salsa,0.718,0.897,5,-5.399,1,0.0318,0.492,0.00628,0.0651,0.975,93.477,292934,4
Level One,Unchain Humanity,35E91BicwI9virRzf94Wks,17,2021,hardstyle,0.542,0.953,2,-2.865,1,0.17,0.0134,0.0,0.12,0.588,155.069,144000,4
