artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
The Dubliners,The Ferryman,7HTOGgERf7uPKVGktNORnl,29,2013,folk,0.617,0.608,9,-8.596,1,0.0327,0.799,0.0,0.291,0.731,109.745,170213,4
White Reaper,The Stack - Audiotree Live Version,0KzjxWSUh1Iyo3JoqbEvfz,3,2017,power-pop,0.438,0.981,1,-4.377,1,0.043,0.000855,0.00212,0.116,0.689,135.591,170108,4
Sonu Nigam,Maine Dil Tujhko Diya,3aCqd6GnR8uW7y74Iyegg6,20,2002,pop-film,0.656,0.538,1,-14.579,0,0.0362,0.0384,0.0385,0.668,0.741,134.993,433680,4
Don Carlos,Sattamasagana,4gS21yjfVxcFsB4v7fQRFZ,14,2012,dancehall,0.447,0.422,1,-12.233,1,0.207,0.369,0.216,0.0981,0.691,152.923,150120,4
Quizomba,Quizombaê/Não Vou Ficar,549n0kGMH5nuMRJw61veaf,11,2011,samba,0.54,0.715,9,-6.564,0,0.0718,0.317,1.52e-05,0.265,0.502,120.168,179800,4
Les VRP,Partir,3IHMtXj5kWFGxBmbL0Mslk,1,2002,french,0.579,0.478,9,-7.046,0,0.0317,0.58,0.0,0.0559,0.526,113.473,261867,4
Third World,Rythm Of Life,6VLRaLNsdqNoMgaEGwvj9F,6,2001,dub,0.799,0.873,9,-6.788,0,0.065,0.0233,0.0,0.0752,0.942,142.024,322093,4
Mörk Gryning,A Glimpse of the Sky,41E5ZIq8nAekTVTYbGa8sk,16,2020,black-metal,0.13,0.941,2,-8.255,0,0.0953,5.23e-06,0.89,0.106,0.291,179.918,176431,3
Anuradha Paudwal,Dil Diwane Ka Dola Dildar Ke Liye,5Xpc5dQs0Xpn6kNweTXa9e,28,2021,pop-film,0.294,0.589,1,-11.979,1,0.0439,0.854,2.61e-05,0.363,0.55,83.778,571247,4
Os Barões Da Pisadinha,Se Não For Tua Boquinha - Ao Vivo,3XV0Hcz2wAywdGvK7gmX6D,46,2022,forro,0.637,0.91,7,-2.796,1,0.0742,0.181,0.0,0.427,0.961,168.059,169685,4
Boyce Avenue,We Are Never Ever Getting Back Together,11Cj81k47pRI6PW7QBk57Z,36,2015,acoustic,0.502,0.376,0,-9.048,0,0.0303,0.55,0.0,0.213,0.295,145.409,207967,4
Kim Seungmin,Rocket,41xFHQvzzK1od9ny35H31w,23,2023,k-pop,0.737,0.767,8,-5.354,1,0.389,0.502,0.0,0.106,0.623,89.367,174592,4
Litfiba,Tex,2NyuTb0iL9DbsyxfkWhC35,0,2023,metal,0.536,0.579,7,-9.296,0,0.0255,0.0534,0.0,0.0788,0.375,96.076,214867,4
Flickerstick,Coke,3bnCkQwCZwZSoMuPNW5cY7,17,2001,indie-pop,0.385,0.879,2,-5.228,1,0.0692,0.00494,0.0,0.111,0.435,153.592,288493,4
La Bien Querida,La Verdad,2sMHrVW74HOfF69C1IHSEL,39,2019,spanish,0.434,0.382,3,-13.017,1,0.0358,0.155,0.364,0.135,0.219,121.853,206557,4
Luis de Narváez,Baxa de Contrapunto,2Bf6tP7abWwyplDvHLi0IL,17,2000,spanish,0.319,0.113,9,-28.334,0,0.038,0.977,0.898,0.165,0.942,104.801,77933,3
The Prodigy,Smack My Bitch Up - Major Lazer Remix,1CGm4NpIjMh5zx1NvkBPWp,30,2012,breakbeat,0.534,0.966,8,-3.944,0,0.0582,0.000266,0.382,0.049,0.48,141.998,305800,4
Yura Yura Teikoku,SHONEN WA YUME NO NAKA,57PxSveKajEUh4Ad8YqsT3,7,2001,garage,0.552,0.61,0,-5.613,1,0.0237,0.0317,0.000126,0.209,0.513,87.702,302493,4
Juan Diego Flórez,Chitarra Romana,6gry0losmzCDSUlNCamkWZ,6,2015,opera,0.498,0.231,3,-13.552,1,0.0368,0.943,0.00241,0.169,0.53,122.838,210200,4
Jamie Kilstein,Stop Being Homophobic Turds,0wm8dLLrOjT6SibbWhvEZr,12,2011,comedy,0.615,0.587,10,-7.283,1,0.937,0.608,0.0,0.704,0.648,74.231,740824,3
We Are Messengers,This Is Jesus,69v45hb7AYLxvecGXmd4Di,31,2019,alt-rock,0.511,0.397,0,-8.645,1,0.027,0.489,0.0,0.0709,0.298,78.021,190016,3
Patricia Malanca,Lo Que Se Ha Perdido,5nIOfObFA3fN6o71aiyjiJ,0,2013,tango,0.677,0.325,0,-8.544,1,0.13,0.857,0.0,0.11,0.652,123.981,152867,4
Left Lane Cruiser,Broke Ass Blues,4ktzv1ob8WsklNZ5gozIQY,14,2009,garage,0.42,0.981,5,-4.841,1,0.0997,4.09e-05,0.416,0.0737,0.0811,115.155,175400,3
David Pryde,Mofo,4WyigD3wZVu2zz3fE4hasr,3,2006,comedy,0.603,0.79,2,-8.013,1,0.935,0.878,0.0,0.173,0.424,140.995,142227,1
Alphaverb,We're Not Alone,77IMrEPaUfhD9DO5YwC1oQ,0,2012,hardstyle,0.664,0.887,9,-3.481,0,0.0512,0.042,0.00655,0.265,0.301,149.948,209421,4
Japanische Kampfhörspiele,Diese Menschen sind halbwegs ehrlich,3R3IP4JmAueSjZHkHFBOgb,0,2008,grindcore,0.398,0.976,2,-6.748,1,0.244,0.000751,0.0174,0.298,0.136,109.435,147893,4
Red Hot Chili Peppers,One Way Traffic,6tCe3xmLW5PutAgf6QuuOB,48,2022,alt-rock,0.674,0.893,2,-6.115,1,0.0396,0.0126,0.000372,0.117,0.152,116.857,250670,4
Shrezzers,23,1jp5sSYU5yQuzpvCw89vjI,42,2023,hardcore,0.494,0.988,6,-3.129,0,0.0805,0.000151,1.14e-06,0.12,0.369,95.013,276316,4
Keyshia Cole,You Complete Me,5T0LcVM6SwLX95hLedcseh,39,2008,dance,0.681,0.666,2,-4.984,0,0.0491,0.578,0.0,0.26,0.732,111.401,230920,4
The The,This Is The Day - Disinfected Version,72ZAkjRycngWYv9FOBSZEU,15,2002,punk-rock,0.609,0.515,3,-8.25,1,0.0277,0.0211,0.0744,0.134,0.8,145.184,236240,4
Byron Metcalf,Dark Brew,0BSrHhdxe9IMqjE3yCaT1Z,11,2001,ambient,0.596,0.531,7,-15.281,1,0.0474,0.502,0.733,0.106,0.054,106.96,458093,4
N-Type,Simples - Original Mix,7oqF1TekaCbdYyqQHtmN8T,0,2010,dubstep,0.707,0.809,1,-5.967,1,0.047,0.0009,0.777,0.254,0.28,139.937,248267,4
Los Gemelos De Sinaloa,Las Chamaquitas,6KWcJUj44V0LklPJ1w8npt,5,2016,sad,0.796,0.871,7,-3.907,1,0.226,0.239,0.0,0.097,0.963,110.073,164472,3
Denise Gagne,Laugh Ha Ha,7ekHKJUCqhlmNLsL5jxGb1,0,2003,party,0.811,0.298,0,-8.551,1,0.0711,0.925,0.00275,0.113,0.422,119.967,40934,4
Odd Mob,Marshmellow,0XfyZaAsIy3xE3o0fzy2k4,9,2015,groove,0.85,0.79,10,-3.956,1,0.0779,0.171,0.883,0.367,0.438,125.995,251523,4
Dark Fortress,Sycamore Trees,6nS6OARkZu6MN6i081pYPC,7,2009,black-metal,0.164,0.24,11,-8.891,1,0.0359,0.413,0.000289,0.108,0.112,96.593,242013,4
Hugo & Tiago,Não quero mais,4i3vzad65CUUrMLgVrmEyD,3,2006,sertanejo,0.623,0.635,0,-5.312,1,0.0326,0.694,1.51e-06,0.159,0.778,158.269,202267,4
Green Sun,In The Beginning,04dxIf5uWwKHvQalpp8YqY,18,2009,new-age,0.402,0.122,1,-16.271,1,0.033,0.88,0.879,0.101,0.0652,60.021,201200,4
The O'Jays,Silent Night,5pqoDyVqpffzuvdH6JMKdT,6,2010,disco,0.529,0.432,10,-8.91,1,0.0387,0.215,0.00413,0.302,0.502,179.006,241667,3
Lackluster,Thor's Magic Bathtub,4EWDCqKnQIiN6fQkHujke1,8,2000,electro,0.218,0.663,5,-13.51,1,0.0557,0.318,0.513,0.0763,0.0372,125.087,240973,4
Mihalis Safras,Poze,2WvTwaZQZk9yBNcKLjQUMD,16,2018,deep-house,0.842,0.95,1,-6.782,1,0.0506,0.000932,0.835,0.0462,0.299,125.006,354500,4
Die Kassierer,Stinkmösenpolka - Remastered,2Y4TWydKogTS3lRVNFtRAm,16,2015,german,0.658,0.802,9,-9.526,1,0.249,0.172,0.0,0.118,0.704,152.553,38480,5
Massage Therapy Music,A Stellar Spark,3IHU7ZumTrdEX1qO9f5l99,0,2001,sleep,0.166,0.0114,5,-37.112,1,0.0441,0.946,0.904,0.0814,0.0357,126.841,219196,4
Nature Sounds XLE Library,Rain Sound: Forest of Rain,3xSy31dbFWLZeGI4nxbSWj,24,2017,sleep,0.224,0.514,1,-21.135,1,0.0387,0.000152,0.0,0.863,0.242,82.855,165520,4
Young Dolph,Cray Cray,1jZn0LEE00LiubbExRchKM,51,2020,hip-hop,0.887,0.673,2,-4.575,1,0.186,0.0159,2.37e-05,0.104,0.396,152.106,145107,4
Luke,Le reste du monde,4jzVncIMTNZHGawXLK49Iv,27,2004,french,0.546,0.673,11,-6.558,0,0.0342,0.809,0.0117,0.0671,0.639,168.935,197813,4
Kove,Tonight,1zksRfWIIfz1G2cFACbSkS,24,2018,drum-and-bass,0.49,0.996,1,-1.816,1,0.0805,6.55e-05,0.811,0.281,0.789,173.996,231724,4
Xandria,Cursed,2tzaHnXJsvKPWyudG8PRWZ,15,2013,goth,0.232,0.922,5,-2.676,0,0.0457,0.000147,0.873,0.16,0.331,112.002,250693,4
Ghost Dance,Radar Love,2bMq5R8coMwMlsXyB1C6gA,9,2014,goth,0.654,0.519,11,-13.511,1,0.04,0.000113,0.0207,0.0841,0.353,91.729,273693,4
Bah Samba,Reach Inside,4lsBi4mCnJ9R2503pwCuLO,29,2002,deep-house,0.693,0.865,2,-10.85,1,0.0415,0.0126,0.0251,0.0543,0.961,124.925,224867,4
Howie B.,Night Nice,402IwOvH1Mfob4f0WiG8C8,4,2014,trip-hop,0.621,0.422,4,-10.18,0,0.115,0.0362,0.395,0.0914,0.69,193.924,257813,4
Snooks Eaglin,Mean Old World,7LUMsGV3P8KyDsMYU75kPg,6,2005,acoustic,0.6,0.183,9,-15.378,1,0.0464,0.72,0.114,0.101,0.875,204.307,230880,3
Stryper,Sticks & Stones,24e7qQkZicVKhcNrZRR79p,12,2013,hard-rock,0.48,0.972,1,-2.423,1,0.0731,0.0105,0.000102,0.17,0.429,122.021,250450,4
Elito Revé y su Charangón,El Jala Jala,4qqLZMtsTG365ZRnMMk3lv,29,2014,salsa,0.633,0.767,9,-5.86,1,0.16,0.47,0.0,0.113,0.574,108.138,308880,4
Rania,POP POP POP,6V8xmHWgq2abR0Yc0gNFfa,20,2011,k-pop,0.715,0.989,7,-1.856,0,0.0771,0.0392,0.0,0.179,0.67,128.078,181238,4
Funkin Matt,My Beat Your Groove,4VAqblKuUA7nX284pjlA7g,0,2008,edm,0.817,0.911,1,-6.36,1,0.278,0.00269,0.00318,0.169,0.275,128.01,420120,4
FloFilz,Brückenmarkt,4Hb0SO1kxHejMsP3ccqqRD,21,2014,chill,0.724,0.591,7,-7.03,1,0.0891,0.0347,0.749,0.108,0.314,176.163,104050,4
Nadine Sutherland,It's My Day,1DkbihOUFfKRgZ6Evs4PU9,0,2007,dancehall,0.681,0.729,6,-4.805,1,0.165,0.271,0.0,0.357,0.86,87.989,227293,4
Skillet,Dead Inside,7oc2wH81jpU45L5H2JnThI,43,2009,alt-rock,0.384,0.909,11,-3.706,0,0.0568,0.00151,0.0,0.331,0.457,159.999,176707,4
SG Lewis,Impact - Soulwax Remix – Edit,1bHrUhSO0HYL1bM8QeYJww,28,2020,french,0.759,0.837,9,-5.892,1,0.0565,0.00313,0.0074,0.106,0.564,116.024,218235,4
No Use For A Name,Justified Black Eye - Early Version,2UuT5ANjtubEfafdzuw8Zf,11,2021,ska,0.428,0.954,2,-4.916,1,0.0548,0.000533,3.4e-05,0.0531,0.554,81.237,157488,4
Four Year Strong,Catastrophe,0fvBTy26qw5DMDavLOxihj,30,2007,emo,0.504,0.96,9,-6.041,0,0.0828,0.00174,0.0,0.242,0.943,158.083,156693,4
Martin Kratochvil,Jungle Song,02TFabC86q0YLcANwKMvI7,0,2006,groove,0.675,0.432,4,-12.231,1,0.0354,0.833,0.809,0.0858,0.892,141.194,83667,3
Demon Hunter,Recuse Myself,60Q718m8tSh1FtprYoiFXT,27,2019,metalcore,0.496,0.673,11,-7.546,0,0.0328,0.00342,0.0852,0.0992,0.055,119.971,298147,4
Júnior e Cézar,Devolve,07Oe9dlUc8qWyXtQ4lNRIS,59,2020,sertanejo,0.688,0.788,2,-6.219,1,0.0806,0.507,0.0,0.25,0.585,148.072,169508,4
La Felix,Music Sounds Better With You,7kn8s9JWYb8SyQkxiww9Kb,29,2023,french,0.688,0.947,5,-4.988,0,0.0495,0.00399,0.793,0.271,0.621,124.019,201314,4
Wes Hampton,It Is Well With My Soul,4hQ5XnAweTXZdDH357wMk5,15,2011,gospel,0.181,0.225,10,-9.701,1,0.0346,0.866,0.0,0.186,0.131,85.463,253200,4
Zero Boys,New Generation,4bDtnYIZRdKIjb8GGn4Jv5,0,2001,garage,0.418,0.972,4,-9.451,1,0.103,0.441,0.859,0.847,0.229,135.575,112187,4
Sezer Uysal,Forgotten Emotions - Original Mix,0lv79ClF4ECoWvqAG2n3W3,13,2009,progressive-house,0.803,0.601,8,-8.942,1,0.0656,0.000375,0.844,0.0771,0.563,127.988,510005,4
Jon Langston,Middle of Nowhere,2uF0S9TGMm6HECfs3UmwkP,26,2013,country,0.464,0.798,10,-4.938,1,0.0492,0.00715,1.32e-05,0.116,0.62,159.881,208500,4
The Pitcher,Savor Time - (Album Edit),1f3mr077ssAfDq2w3GUjgS,28,2010,hardstyle,0.477,0.743,11,-6.57,0,0.0292,0.0227,0.514,0.389,0.0983,149.943,188118,4
Carreiro & Carreirinho,Ferreirinha,0IsVUsYmfOvTwSxGQuSbPd,0,2000,sertanejo,0.645,0.319,8,-8.948,1,0.0573,0.798,0.0,0.0835,0.573,103.103,231453,3
French 79,Paradise,0HlY3ByaNvLf6eyadBhWyZ,31,2014,electronic,0.63,0.582,5,-12.378,1,0.0341,0.675,0.836,0.106,0.0754,103.996,249812,4
ONEWE,TRAUMA,2KUyvp5Li3gzJHZPdEgILW,32,2023,k-pop,0.512,0.861,11,-3.656,0,0.0918,0.0565,0.0,0.265,0.506,176.315,238147,4
Elvis Presley,Do The Clam,6NPc0pgo518O9t22m0v35G,12,2007,rock-n-roll,0.701,0.654,1,-10.263,1,0.0432,0.195,6.35e-06,0.632,0.923,129.121,196387,4
Faux Paw,Hennepin,3VB5e1qKlMP9pRR39Tzp2I,0,2012,indian,0.457,0.502,1,-5.612,1,0.028,0.209,0.0136,0.126,0.436,108.052,231013,4
AJR,3 O'Clock Things,7JBORNKYEw0ubz6VyzS6DM,57,2021,pop,0.685,0.523,6,-8.633,1,0.0783,0.0344,0.0,0.161,0.346,94.026,228377,4
Susperia,Objects of Desire,61q9LOmsduREsE8wy50um1,2,2001,black-metal,0.0934,0.906,11,-5.051,0,0.0868,1.11e-06,0.137,0.25,0.151,189.043,243933,3
Glee Cast,To Love You More (Glee Cast Version),4FzZjyygwM5zxIW3oTJRQI,40,2014,club,0.31,0.502,2,-6.438,1,0.0322,0.631,1.24e-06,0.132,0.0524,119.993,265867,4
Ben Zucker,Bist du der Mensch,3d5sCYlzfGpn9Hgg4BAMHB,24,2021,german,0.685,0.514,9,-7.331,1,0.0484,0.509,0.0,0.168,0.384,127.865,186893,4
Biomekkanik,State of Perfection,3pjjhR4rQ74dGWDjfSk0l6,31,2009,electro,0.611,0.972,4,-6.661,0,0.0293,0.00203,0.327,0.164,0.901,130.005,268727,4
One Man Army,Casualty,6Lq7yeFU7dOUZT4BXbqgiL,7,2022,ska,0.312,0.972,1,-5.005,1,0.111,0.000173,0.0,0.373,0.398,182.064,149413,4
4hero,Another Day,5bUeN1bZKkmP4SJb0aft8B,25,2001,drum-and-bass,0.631,0.528,10,-10.044,0,0.0923,0.283,2.93e-05,0.205,0.539,150.448,297573,4
Tat Ming Pair,後窗 - Live,4kSd0HbhHI3zuSuexcyDE9,6,2017,cantopop,0.546,0.915,9,-6.967,0,0.06,0.454,4.34e-06,0.923,0.441,138.583,213787,4
INNA,Hot - Play & Win Radio Version,5ojIL91nfnWExoXSCkvJ9E,55,2010,house,0.818,0.96,7,-3.745,0,0.294,0.0858,0.413,0.275,0.453,128.03,219375,4
Max Richter,November,2NGhKPZdZk2pPZinWphTzh,51,2019,ambient,0.45,0.442,0,-11.444,1,0.0478,0.524,0.176,0.101,0.138,120.176,367240,4
José Carreras,O Tannenbaum,69nxdOXobJoFJQJbPa1xij,0,2018,opera,0.314,0.315,9,-12.973,0,0.0487,0.991,0.00271,0.129,0.316,73.338,115827,1
I See Stars,"When I Say Jump, You Say How High",4teiOp4In114JirSkVAefC,33,2013,death-metal,0.318,0.953,11,-3.466,0,0.149,2.86e-05,0.000102,0.128,0.0439,134.934,197787,4
John Petrucci,Curve,4PtUZ617xMVykQ6UlXKrVc,23,2005,classical,0.445,0.949,11,-3.953,1,0.187,0.000433,0.843,0.154,0.212,145.903,382720,4
Nature Sound Collection,Steady Rain with Runoff Spilling onto Pavement,6gDpVhrdaTpwhk6jVGR6db,4,2010,sleep,0.255,0.997,4,-32.462,1,0.0896,0.994,0.965,0.886,1e-05,103.116,360000,5
Rolando Laserie,La Maquina y la Madama,0LfzIzq4ribMUE0vYneora,9,2019,salsa,0.687,0.733,7,-10.987,1,0.095,0.785,0.0,0.33,0.908,120.0,191507,4
Lakota,Healing Song,5fPUSSIMBpZQ32XrCzoHmr,13,2006,emo,0.525,0.27,6,-8.271,1,0.158,0.973,0.0,0.156,0.518,100.653,191067,3
Liquid Soul,Conciousness,61aQZn5IAN4FiyJ9uLH9Ae,24,2013,trance,0.731,0.708,6,-8.483,0,0.0711,0.000187,0.827,0.368,0.0518,134.994,544000,4
Hunter Phelps,Silverado,6jLDMzaH9pMs3JkMyS7BIj,35,2020,country,0.597,0.583,9,-4.931,1,0.0271,0.243,0.0,0.331,0.33,78.942,203142,4
Danger Incorporated,Birds Fly By Night,17C5VbCvvyQ4Bl70t5fYrB,32,2017,emo,0.398,0.486,0,-8.64,1,0.0411,0.135,0.00176,0.23,0.261,106.289,149159,4
Llewellyn,Purple,7201DjoyYOBOz8lfV9wjTf,4,2000,new-age,0.499,0.317,6,-17.035,0,0.0332,0.557,0.0345,0.105,0.412,158.986,305627,3
Deerhoof,Behold a Marvel in the Darkness,3odG3LkmVsTRrHLUBJsF8Y,15,2011,garage,0.469,0.713,0,-7.762,1,0.0274,0.00298,0.592,0.195,0.233,131.672,209120,4
Greg Proops,Intro/Dinkytown,4lVeNYeBLaVdhrkOFK8Qsh,2,2007,comedy,0.544,0.829,8,-11.693,1,0.918,0.584,0.0,0.319,0.301,107.063,361480,4
Jim Brickman,Moon Beam,36MbV2Luaw3EXm52hH9Zlf,12,2017,new-age,0.465,0.108,7,-19.517,1,0.0348,0.973,0.96,0.172,0.0391,119.941,434046,4
Texabilly Rockets,Up Jumped the Devil,458N0wdll93stxcQGhP7xz,33,2008,psych-rock,0.684,0.919,10,-3.572,0,0.0886,0.417,0.112,0.309,0.662,103.761,141040,4
Sonora Carruseles,Acuyuye,1aFob2edlagvMji4wBa01Y,27,2015,salsa,0.831,0.602,0,-8.431,1,0.0695,0.411,0.348,0.0662,0.961,109.728,308800,4
Los Juniors,Es Lupe,5MOeU4Knk5lI0DwLXCMi9h,18,2002,rock-n-roll,0.763,0.689,5,-5.07,1,0.0349,0.539,0.0,0.119,0.967,117.456,192899,4
Charles Gounod,"Roméo et Juliette, CG 9 / Act 4: Amour, ranime mon courage",0l9puf0ZRwBANLSRmgqp4C,11,2022,opera,0.242,0.215,10,-18.305,1,0.0546,0.933,0.00287,0.126,0.0822,175.419,281280,3
Forever Lost,High As You,08q32uKHlXuUy0wW7IQzgI,25,2021,hardstyle,0.528,0.951,6,-3.603,0,0.0614,0.00543,0.000773,0.251,0.798,149.988,195290,4
Märvel,Thunderblood Heart,56BPnbWShUtpUb8xPPjglZ,13,2023,rock-n-roll,0.353,0.859,0,-5.462,0,0.054,0.000375,0.0,0.134,0.723,152.573,227867,4
Goldie Lookin Chain,Shit Yourself,4S3rQFMrPcXt8xymWGIXic,2,2001,comedy,0.644,0.829,6,-9.314,1,0.231,0.201,0.0,0.449,0.8,91.926,89947,4
Devilish Presley,Naked Testament,3UVkqDj0efHq3ZCIaoekBD,0,2004,goth,0.418,0.925,2,-5.871,1,0.0478,0.00257,0.0,0.164,0.467,142.056,206827,4
Panda Bear,Bro's,64OegIWLEp1K2SNIQXG9Sp,10,2006,chill,0.405,0.879,2,-4.907,1,0.0446,0.0548,0.817,0.0905,0.619,130.955,757667,4
Monolake,Lantau,6cjis4vuQTND33tresUkHF,14,2008,ambient,0.409,0.408,10,-17.41,0,0.0581,0.0807,0.882,0.0843,0.113,180.236,772818,4
Lapalux,Guuurl,4KocIicrfrSTy4PJCGHUno,31,2013,chill,0.406,0.722,5,-6.061,1,0.0915,0.461,0.000282,0.176,0.344,176.13,225093,4
Showtek,Black 2008 - Intro Cut,5UJfcxtkkqqElmr73Bhp5v,8,2008,hardstyle,0.473,0.936,9,-4.607,0,0.258,0.00843,0.0126,0.285,0.166,145.975,371841,4
Uzômi,O Grito dos Mudos,334CCBWTNn6iBRiAPDXUlW,0,2015,grindcore,0.495,0.985,2,-5.086,1,0.0704,6.99e-05,0.000331,0.0742,0.717,106.244,83267,4
Deva,Adavolie Anandu,0cUwiYwYMLED817SMrd9qg,1,2001,pop-film,0.697,0.444,2,-15.5,1,0.0706,0.724,0.0,0.318,0.584,97.917,78227,5
Diego Costa,Coração Sem Noção,4630GQje9K55aYtWxmheRy,3,2011,forro,0.738,0.819,8,-2.842,1,0.047,0.691,0.0,0.394,0.674,142.099,205949,4
Les Loups,Sometimes (U Luv Me),07EUKXR3m2bhNB7Pwb9eAD,2,2023,disco,0.755,0.692,7,-9.518,1,0.124,0.339,0.0515,0.278,0.574,123.03,86928,4
Yuck,Set in Motion (feat. Sebastian Fors),0SR1jDZ1EabMhJZmvqB9ji,16,2014,punk-rock,0.582,0.66,0,-6.867,1,0.027,0.0615,0.498,0.173,0.631,111.976,203447,4
Mest,"Lost, Broken, Confused",2zv7azflP0r74ld642P7DV,16,2003,ska,0.433,0.861,11,-5.597,1,0.129,0.00433,0.0,0.407,0.741,176.972,170600,4
Sammy Price,Minor Blues - Instrumental,52KbmvtLR6AaravLu4vKX1,0,2000,piano,0.683,0.298,5,-12.242,0,0.0346,0.904,0.248,0.112,0.69,107.635,259600,4
The Flatliners,Cry Cry Cry,5NTQ3pEQh8xY4LkIJ4Cfek,17,2015,ska,0.45,0.979,5,-3.936,1,0.139,0.00123,2.93e-06,0.361,0.618,120.589,134720,4
Gost,The Call of the Faithful - Faithless,7bpP2tOD6JAx5TnL1OM9N6,8,2019,club,0.435,0.979,2,-4.625,0,0.0533,8.67e-06,0.79,0.0547,0.224,132.026,230947,4
James K,Drunktrack,7aZlgSP5bN4wschbAsA1nw,1,2013,club,0.631,0.199,1,-13.802,1,0.0287,0.967,0.874,0.165,0.274,95.713,149694,4
For Against,So Long,0xH6R4IXAh6RYxkD0y9HyO,4,2001,goth,0.299,0.773,9,-6.51,1,0.0322,0.0104,1.12e-05,0.0908,0.544,133.469,278600,4
Little Symphony,Petrohue,6F5Xot2NGDtcqQYVmdbkoq,32,2020,ambient,0.114,0.0012,0,-24.983,1,0.0516,0.833,0.927,0.11,0.039,73.042,125000,4
ARTY,The Wonder - Original Mix,4nSWL4siQ2b2otCPFY8ovA,7,2010,edm,0.817,0.725,1,-6.542,0,0.0827,0.00104,0.72,0.193,0.0394,132.017,457619,4
Erin McCarley,Gotta Figure This Out,5d8F82assgcimtKrFPZpe7,18,2009,acoustic,0.525,0.453,0,-8.345,1,0.0282,0.316,0.0,0.0939,0.186,127.789,288507,4
Desired,Eyes on Me,2KsIlbHyTl7wJaG0fOLs34,29,2017,funk,0.724,0.89,8,-5.559,0,0.269,0.000998,0.0,0.21,0.494,120.017,220056,4
Валерий Агафонов,Февральский романс,6Z7dEL6ysCTBvHvfeIb1R5,0,2004,romance,0.35,0.199,1,-18.948,0,0.0633,0.954,0.0755,0.113,0.218,91.995,167053,4
NELL,The Day Before,5uNM4mq9KX136IRfsPpvby,32,2012,k-pop,0.521,0.351,11,-9.124,1,0.0261,0.0181,0.00208,0.103,0.322,61.932,298360,4
Rage Against The Machine,"Freedom - Live at the Grand Olympic Auditorium, Los Angeles, CA - September 2000",0jZMz97FuW3ZNMFPT0Q6V1,26,2003,funk,0.344,0.957,7,-3.478,1,0.186,0.0485,0.0182,0.965,0.289,121.644,425333,4
Labyrint,Sagostunden e slut,29NafaASEf4xi0IWF7RGnM,13,2014,dancehall,0.55,0.851,5,-4.003,1,0.302,0.535,0.0,0.342,0.754,75.463,244560,4
Grouper,I'm Clean Now,4qm8sWdYoXkdhMN8EL9mAL,41,2016,ambient,0.235,0.041,2,-25.638,1,0.0387,0.911,0.977,0.319,0.0342,66.127,174370,5
HYDE,SEASON'S CALL,6a2FptsTZzkZG2xiF7VzaC,35,2006,metal,0.344,0.859,7,-4.094,0,0.0474,8.46e-05,0.0107,0.0936,0.295,117.132,325653,4
Ningen Isu,深淵,42R5UnWub7XLGjHnjkuMsF,1,2014,heavy-metal,0.365,0.892,6,-7.357,1,0.108,0.00809,0.717,0.088,0.0876,114.026,565560,4
Marmi,Messi,0yjuFPEhyDKDWgFLTTrlrJ,33,2020,spanish,0.477,0.832,6,-3.248,0,0.0509,0.0131,0.0,0.139,0.442,79.981,151000,4
Tough Love,Hold On - Radio Mix,09bGCT6MXhDCN9hsOowXjt,19,2017,groove,0.64,0.76,1,-7.043,1,0.0362,0.00641,1.57e-05,0.0607,0.329,122.979,215813,4
Gabriel Iglesias,Cuban Coffee,1V0jNfRjre3zKo4h8AB2jl,30,2013,comedy,0.578,0.895,9,-4.246,1,0.925,0.877,0.0,0.883,0.605,85.716,254480,3
Wildways,Ветивер (feat. polnalyubvi),09TkAVCSopkrzLli1RwRHx,34,2021,metalcore,0.33,0.863,6,-4.987,0,0.0815,0.00432,0.0,0.185,0.476,155.073,204000,4
Tiga,You Gonna Want Me - Hey Today! Remix,1SVxx578NkGNNEz7FgZHQT,3,2010,minimal-techno,0.828,0.702,2,-7.549,1,0.0809,0.000402,0.2,0.0831,0.446,126.985,360063,4
Magazine,Definitive Gaze - Remastered,1EGIjv8wp2RouDLJqGkgfn,23,2007,punk,0.428,0.767,2,-9.673,1,0.047,0.0122,0.0845,0.0792,0.699,137.433,269000,4
Venemy,Zest,5z6eb3eUxSkWJR0UarVMRr,16,2017,dub,0.689,0.813,6,-5.743,0,0.0376,0.000516,0.0267,0.292,0.238,128.042,185625,4
Burial,Lambeth,5KdREHeKHZZ1xUiVYGD47W,25,2014,dub,0.625,0.435,5,-12.454,0,0.0718,0.0829,0.879,0.146,0.296,123.976,208747,4
Edwin Luna y La Trakalosa de Monterrey,Solo Queda,7mFE2z3RHq32r5z0k8U2Ud,21,2012,sad,0.625,0.543,10,-4.813,1,0.066,0.722,1.01e-06,0.0661,0.961,160.196,163333,4
Alan Tam,Medley : 愛上您 / 愛是這樣甜 / 愛多一次痛多一次 / 小風波 / 第一滴淚 / 吻別 / 張開那心 / 還是你懂得愛我,03f3OzE1TWspTxSISGWzyt,5,2005,cantopop,0.389,0.475,7,-9.371,1,0.0511,0.835,5.88e-06,0.509,0.326,134.656,1032733,5
