Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Mood
559263,Sub Sonik,My Time,2QG8mQwRQk3VRZFeEbx5rh,38,2022,hardstyle,0.43,0.99,6,-0.946,0,0.325,0.00162,0.0,0.366,0.255,160.052,212474,4,Energetic
1198332,Antonio Vivaldi,"Violin Concerto in G Minor, Op. 8, No. 2, RV 315 ""L'estate"": III. Presto (Tempo impetuoso d'estate)",29rpwYq7c3YzWfAzsEenUu,12,2008,classical,0.411,0.449,11,-15.21,0,0.0336,0.883,0.789,0.279,0.688,148.655,169373,3,Calm
71345,Redeyes,Impulse - Original Mix,0p8ioJHVhDhHFIdWzrvpuG,3,2013,drum-and-bass,0.594,0.909,10,-10.322,0,0.0686,0.00076,0.0295,0.121,0.67,169.952,259814,4,Happy
657077,H.O.T.,Outside Castle (The Castle Outsiders),4ZUBUNAl8VxYWfFq0lHEfq,21,2000,k-pop,0.464,0.745,0,-7.303,1,0.158,0.349,7.53e-05,0.0768,0.31,141.952,326293,4,Energetic
267018,Havok,Wake Up,4WiNdFyPzOrEVtTFPA8194,20,2017,death-metal,0.475,0.971,8,-5.759,0,0.169,0.00117,0.29,0.365,0.148,175.966,341147,4,Energetic
798453,Leandro Fresco,7000 Dias Juntos,43bedRx1UYyEktCghk6brc,1,2002,ambient,0.109,0.447,2,-15.449,0,0.048,0.77,0.429,0.091,0.176,77.74,360971,5,Sad
253240,Canyon City,Be Scared with Me,1oIZsuEhN4JMJ64C8goIu6,34,2017,acoustic,0.604,0.267,0,-12.291,1,0.0325,0.804,0.000124,0.116,0.327,146.186,250685,4,Calm
953715,Lostep,Burma - Sasha Remix,6YbuxMs6f1kiQIPu7qksYN,15,2004,house,0.637,0.92,11,-6.226,0,0.0598,0.000774,0.902,0.0347,0.526,130.018,726027,4,Energetic
135510,Noriyasu Takeuchi,今夜月の見える丘に,1y5iaPQLBJQDLGwpvTcBoj,16,2014,guitar,0.553,0.0659,4,-19.94,0,0.061,0.991,0.954,0.11,0.298,141.546,273587,4,Sad
1129899,Papa Razzi and the Photogs,Mandy Moore,0YWldXInnPb5LwQw6wmBax,0,2007,comedy,0.593,0.151,7,-13.629,1,0.16,0.883,0.0,0.105,0.499,100.818,104067,4,Calm
1128451,Edvard Grieg,"Symphony in C Minor, EG 119: II. Adagio espressivo",5fcDG7g1ZyUfxJ6X9c0H2i,18,2007,classical,0.0673,0.049,8,-26.058,1,0.048,0.973,0.91,0.0966,0.0343,72.27,440133,3,Sad
535882,Deekline,Mosh Pit - Rise Remix,57mkK024rHuxyUK9MIf7b1,9,2022,breakbeat,0.74,0.809,7,-1.942,1,0.333,0.0227,0.0,0.152,0.656,174.037,267771,4,Happy
36522,The Amity Affliction,Greens Avenue,10iiXcxz5gJlGFoUs4j83E,38,2012,metal,0.388,0.967,11,-3.905,0,0.0771,4.45e-05,0.0,0.0977,0.27,145.082,270347,4,Energetic
131497,Ricky Eat Acid,Can You See It's Bloom,17n2KhIYBOom88nix20efB,12,2014,garage,0.302,0.29,9,-17.779,1,0.0796,0.932,0.000236,0.0709,0.0392,94.525,166818,5,Sad
822404,8 Foot Sativa,Cocktease,3UcPWSiCCKNalc8E0JKaH8,11,2002,groove,0.385,0.895,7,-4.219,1,0.2,0.000163,0.896,0.0457,0.511,111.767,206013,4,Calm
1404643,Theatres Des Vampires,Sangue,5bI5zVdbMKtO9JgeUIocW6,15,2011,black-metal,0.512,0.937,5,-3.76,0,0.0426,0.321,7.69e-06,0.196,0.67,149.998,238960,4,Happy
561894,Jacky Boy,Live It Up,34MtLe3vWZ7ZyHFVgNOvOk,7,2022,indian,0.26,0.95,9,-6.501,1,0.0497,0.00249,2.04e-05,0.223,0.77,162.421,209067,4,Happy
255153,Nothing But Thieves,I'm Not Made by Design,263jAWjIxXBdHuh8xlFMLY,48,2017,alt-rock,0.37,0.813,8,-4.862,1,0.0625,0.0118,2.03e-06,0.104,0.201,176.218,232947,4,Energetic
563910,Kasimir,Kasimodo,7pgD39CGSkncKQWi2jjVce,46,2022,jazz,0.736,0.322,3,-16.183,0,0.0506,0.469,0.95,0.113,0.55,80.004,99000,4,Calm
1470140,Mercedes Simone,"Puede que sí, puede que no",6JaHQxHGWjbIko3IQzce3W,0,2011,tango,0.622,0.144,7,-20.265,1,0.057,0.995,0.12,0.193,0.767,92.996,111363,3,Calm
157681,Sir Sly,Gold - Betablock3r Remix,5FGIyVZez806zJelZBHBfx,20,2014,soul,0.738,0.803,6,-5.011,1,0.0666,0.139,3.75e-05,0.0401,0.913,119.986,258587,4,Happy
887977,Кипелов,Возьми Моё Сердце,4Z4QFGMfKJa7raNroOO7e1,24,2003,heavy-metal,0.279,0.728,1,-6.986,0,0.0433,0.0521,0.0,0.0188,0.269,72.832,233893,4,Calm
87075,Ash Roy,Implode,1KpcCa5jKl5zvdilV4EflA,0,2013,indian,0.804,0.753,2,-7.603,1,0.0559,0.000923,0.82,0.0613,0.488,125.003,416640,4,Energetic
1334400,Maxence Cyrin,Kids,2hQKSSyqyYyQgiIkvyTi9b,24,2010,ambient,0.505,0.0942,9,-20.709,1,0.0447,0.965,0.844,0.102,0.261,132.191,180667,4,Sad
523739,Emily Rohm,I Won't Go Softly,6F2ZIBWbAeYbD0DSEx7dJ8,7,2021,show-tunes,0.722,0.486,0,-6.767,1,0.146,0.426,0.0,0.105,0.614,143.835,241660,4,Calm
451477,Tha Mechanic,Close to Me,4OpvQdR0BUsrJbvjxY7kAM,15,2020,hardstyle,0.622,0.993,2,-0.584,1,0.164,0.0915,4.12e-06,0.0679,0.138,97.533,205535,4,Calm
205281,Pixote,Soletra - Ao Vivo,3H7YAXNrRKGUT9hOJoqC1i,8,2015,sertanejo,0.604,0.81,11,-9.462,1,0.0735,0.761,0.0,0.342,0.946,100.001,181306,4,Happy
863787,Mark Farina,Dropped Into Water,5eiFM23pNZ97oIsw227IsP,8,2003,chicago-house,0.958,0.713,7,-9.104,1,0.108,0.0269,0.0031,0.0719,0.792,126.003,287733,4,Happy
335288,Beyond The Black,Hysteria,6ufiRysIPFvUhgcaS5fkoj,22,2018,goth,0.408,0.958,1,-4.814,1,0.0758,0.00162,0.0,0.383,0.317,168.02,277763,4,Energetic
1348052,Silver Convention,I Like It,1ihMRDa18iZw5YRhqTyuxk,14,2010,disco,0.684,0.387,5,-15.87,1,0.0335,0.0777,0.0713,0.123,0.754,105.328,317333,4,Calm
548890,Caspr,Play Pretend (feat. Travis Barker),2iuiPZXIeAdnLwkNGnMfyi,39,2022,emo,0.645,0.66,9,-4.385,1,0.0279,0.00133,1.16e-05,0.311,0.523,119.003,162559,4,Calm
1033945,Yawning Man,Advanced Darknuss,0qxbk3jh1Cdonrp0iZI7de,19,2005,psych-rock,0.456,0.69,0,-9.225,1,0.0282,0.000662,0.786,0.227,0.543,110.112,153667,3,Calm
1343082,Trace Adkins,Hold My Beer,7bLREO1LT5XtqTKU85xyxm,24,2010,country,0.582,0.864,2,-4.628,1,0.0501,0.00289,0.000179,0.36,0.625,111.987,202147,4,Happy
1184478,Non Servium,Todos al Suelo,4ByrVlTTAgyiI6o2ANi98H,38,2007,spanish,0.232,0.96,10,-6.065,0,0.148,0.00111,0.0,0.319,0.216,170.34,357400,4,Energetic
137804,Zany,Execute - Original Edit,0C2ZLV5Zfgbb04etMZAv0i,2,2014,hardstyle,0.553,0.969,11,-2.276,0,0.216,0.37,0.00198,0.386,0.146,149.94,225295,4,Energetic
1210857,Kid Koala,Slew Test 2,5gtQjfc4Zmfu5ozMltdfXt,14,2008,electronic,0.548,0.831,6,-8.424,1,0.313,0.012,0.157,0.15,0.411,171.978,181053,4,Energetic
1286929,Arctic Monkeys,Cornerstone,3MC4XRbQADJdW9IIIwbe2u,53,2009,garage,0.287,0.721,9,-5.81,1,0.0387,0.00764,0.0,0.328,0.763,169.252,197973,4,Happy
883437,And Also The Trees,Pale Sun,35u6jj6WrYktwqvXXwx2aI,5,2003,goth,0.406,0.347,7,-16.502,0,0.0402,0.367,0.786,0.102,0.155,105.225,237027,4,Calm
1351,Fanga,Wouarri,3e1mX4uoCmi641Rh8LJ0xs,1,2012,afrobeat,0.569,0.74,2,-10.905,1,0.0612,0.0654,0.076,0.506,0.923,121.076,555614,4,Happy
2229,Disciple,Once and for All,65ASvxiLEp5an3jOPKi0Y5,31,2012,alt-rock,0.454,0.879,0,-4.644,0,0.0621,0.00243,0.0,0.0894,0.328,157.956,214040,4,Energetic
1388383,Los 4,Nadie Como Tu,4B4WX9suF7KztBjQ95fb3i,9,2010,salsa,0.828,0.905,9,-4.265,0,0.0853,0.346,0.0,0.278,0.89,102.029,221507,4,Happy
1393040,Hortense Ellis,Unexpected Places,7sn7MeboeGtEkDz960kPy1,14,2010,ska,0.625,0.56,7,-10.026,1,0.149,0.00385,0.000144,0.0936,0.626,176.401,258200,4,Calm
226942,Soilwork,Sadistic Lullabye (2010),7emn6lBK0ZCT6XvFlpggiw,16,2016,death-metal,0.34,0.994,11,-5.277,0,0.108,1.2e-05,0.00655,0.316,0.186,124.84,176525,4,Energetic
998868,Joi Cardwell,Change Your Mind,1wVRo2sA15BNgxOmVr3mVb,0,2005,deep-house,0.84,0.257,7,-14.619,0,0.182,0.343,0.0185,0.14,0.751,92.985,246240,4,Calm
1443874,f(x),Dangerous,7gRDxsHKZOMduqp0OXO4rI,23,2011,k-pop,0.681,0.965,0,-1.064,1,0.0892,0.0779,0.00428,0.271,0.734,128.032,195880,4,Happy
400628,Massimo Faraò,It's a Blue World,24FZPmTSx4fba5N24y9rNp,35,2019,jazz,0.63,0.319,10,-14.601,1,0.0539,0.801,0.883,0.0899,0.64,108.179,264150,4,Calm
1180647,Anri Kumaki,春の風,0RBjFooUIgRF3okL5yolUG,18,2007,singer-songwriter,0.459,0.249,2,-8.984,1,0.0274,0.869,0.0,0.355,0.148,149.665,284773,4,Sad
1367734,Kid Cudi,Erase Me - Main,6XkuklKiHYVTlVvWlTgQYP,69,2010,hip-hop,0.687,0.631,9,-5.612,1,0.129,0.063,0.0,0.108,0.853,186.071,192253,4,Calm
570268,Amit Mishra,Tera Rahoon,2Abs8hz1LTbw5H0YxNJgIf,18,2022,pop-film,0.456,0.494,0,-7.213,0,0.0327,0.546,0.0,0.113,0.367,139.828,225170,3,Calm
635459,Giorgio Moroder,Last Night - Eric D. Clark Remix,29dRh7pLvKlrWu3ryltxUs,0,2000,disco,0.866,0.587,1,-9.141,1,0.058,0.00112,0.524,0.0705,0.497,127.984,601067,4,Calm
1376373,Oxia,Plastic Bed,0AwQgZfobHGnT9aIYcU3R6,12,2010,minimal-techno,0.818,0.574,9,-7.208,0,0.0911,0.00253,0.766,0.227,0.405,125.995,479298,4,Calm
261775,Johann Sebastian Bach,"Jesu, Joy of Man's Desiring",1yMQpH2O0nKDFmhyo6Z5Ty,18,2017,classical,0.155,0.131,7,-20.351,1,0.0367,0.954,0.907,0.107,0.0394,135.168,314960,5,Sad
439529,MATTN,The Logical Song,1pUTByFRmxwuFIl18NpUB8,57,2020,edm,0.612,0.982,6,-2.984,0,0.0496,0.00618,0.433,0.274,0.175,128.122,162187,4,Energetic
1240390,Old 97's,The Easy Way,4nleOtrYeF7uJZtC6aVKK4,6,2008,power-pop,0.26,0.811,5,-5.908,1,0.039,0.00107,0.0,0.346,0.415,175.444,266733,4,Energetic
21581,Toinho de Aripibu,Criado na Roça,3wZanWvC5td7nrT6Uxc6sr,9,2012,forro,0.611,0.841,4,-6.602,1,0.0579,0.223,0.0,0.0576,0.932,80.471,197187,4,Happy
1136171,Klute,There Is a Point,0xYQQBpaujS5BEhFxCJXL4,2,2007,drum-and-bass,0.579,0.563,0,-9.408,1,0.024,0.0198,0.63,0.138,0.675,98.011,347107,4,Calm
303345,Serena Ryder,Ice Age,5WRJKuDYybwhgmgdM4fMrj,16,2017,singer-songwriter,0.643,0.922,9,-3.415,1,0.0475,0.0423,0.000131,0.0893,0.493,142.944,194387,4,Energetic
50623,Twinkle Twinkle Little Rock Star,Hole In the Earth,7t6x0rL8gATwJZn8T8CqgC,6,2012,sleep,0.557,0.018,2,-23.464,1,0.0392,0.768,0.327,0.0951,0.0579,103.972,252746,4,Sad
261559,Johann Sebastian Bach,"Das wohltemperierte Klavier, BWV 846: Prelude No. 1 in C Major",6OD4UvwRZHV6B9OSN775CA,28,2017,classical,0.232,0.0497,0,-35.255,1,0.0459,0.985,0.875,0.116,0.4,140.485,130880,4,Calm
1293555,Roland Dyens,Rosa,4iN1p0CNfWBaQchYOwp3Gy,5,2009,guitar,0.363,0.0331,2,-26.46,1,0.0445,0.993,0.948,0.0688,0.146,82.085,288133,4,Sad
257434,Oranssi Pazuzu,Dub Kuolleen Porton Muistolle,7879Gl8NC7CDA3uI9xLAFV,3,2017,black-metal,0.427,0.685,6,-9.185,0,0.0391,0.0603,0.258,0.368,0.247,121.422,490747,4,Calm
450645,Busta Rhymes,Slow Flow,6E2uPAR0i6CSKbOmeRWiDN,32,2020,hardcore,0.696,0.831,5,-3.593,0,0.464,0.24,1.77e-05,0.206,0.85,88.675,192874,4,Happy
25888,Kingdom Heirs,Look for Me at Jesus Feet,3nGDsMZAhPGNjuvDJmbsaf,12,2012,gospel,0.415,0.275,0,-8.39,1,0.0268,0.76,2.53e-06,0.124,0.247,76.238,298013,3,Sad
860181,Steve Roach,Personal Nature,27cNTj9SyBE17qmZzfMX9d,5,2003,ambient,0.0849,0.278,0,-23.671,0,0.0518,0.964,0.93,0.108,0.0969,75.038,636000,3,Sad
1327229,Arvingarna,Bara femton år,4wfIxBQJ6WlfxPb6k7Eus5,17,2009,swedish,0.524,0.402,11,-8.488,1,0.0343,0.787,1.35e-06,0.106,0.4,122.278,202773,4,Calm
1012570,Blutengel,Navigator - 2022 Remastered Version,0Y3OraYI3SMCZsJvcrxq8n,15,2005,goth,0.652,0.936,5,-6.563,0,0.0899,0.0404,0.000508,0.266,0.248,131.978,321319,4,Energetic
472983,River Tiber,Hypnotized,26yBLIT9pT9sVmGV1G5ok6,36,2020,soul,0.474,0.64,10,-9.053,0,0.037,0.026,0.507,0.123,0.383,171.705,249563,4,Calm
159554,Argentino Ledesma,Cuartito Azul,5ah1yEqnEl7jWcqa02cYsR,1,2014,tango,0.365,0.5,7,-8.272,1,0.0389,0.933,1.4e-06,0.271,0.542,125.579,207253,4,Calm
121663,Emmure,Hitomi's Shinobi,1nEXARsOWm83todEO9px3Z,20,2014,death-metal,0.291,0.96,6,-5.034,1,0.172,4.79e-05,0.714,0.631,0.123,130.037,208033,4,Energetic
619734,Shakuhachi Sakano,Health Of The Brain,6rGesWly7Gef7qMDAFClVo,0,2023,sleep,0.222,0.112,9,-24.094,1,0.0417,0.917,0.902,0.0815,0.0309,61.11,105000,5,Sad
1065592,Todd Terry,I'm Feelin Good,11CYzVWdmj3dyzMUB9j4gY,9,2006,deep-house,0.438,0.727,5,-10.202,0,0.0663,0.127,0.0652,0.25,0.689,128.028,663880,4,Happy
619982,Sebastian Mikael,It's You,5mMjaAT0B4Q3p2ToSeTVi7,47,2023,soul,0.581,0.542,0,-10.757,0,0.36,0.419,0.152,0.101,0.493,172.028,182821,4,Calm
413128,Tamba 4,Value Of Love,2xtXUU9tnBpYRjlkY9ZQi0,6,2019,samba,0.578,0.279,11,-21.484,0,0.0343,0.894,0.932,0.152,0.682,129.917,172244,4,Calm
119641,Billy Gilman,Say You Will,6P21oFrn1SvxjPL4yB1pxR,23,2014,country,0.504,0.508,3,-7.127,1,0.0376,0.436,0.0,0.138,0.264,81.012,204023,4,Calm
435389,Onslaught,Bow Down to the Clowns,48cc1MssPXEjp1x91THf2G,24,2020,death-metal,0.426,0.95,1,-7.524,1,0.1,1.34e-05,0.131,0.78,0.261,93.997,290600,4,Calm
387929,Nekfeu,Dans l'univers,2PYXOG6GdxF9sUIH2NfOAD,64,2019,french,0.64,0.419,11,-9.962,1,0.168,0.326,0.000271,0.137,0.202,131.936,244320,4,Calm
278451,Marvin Sapp,Safe in You,4U6LxhkC98CO02TJWbDgN1,17,2017,gospel,0.447,0.894,7,-4.732,1,0.0905,0.029,5.91e-05,0.139,0.338,99.948,464773,4,Calm
558953,Mqx,So What - Gymtok Edit,29RYtenJi0xtLEDRXQMLfb,31,2022,hardstyle,0.301,0.763,7,-3.44,1,0.048,0.116,2.72e-05,0.2,0.0445,129.972,199879,3,Energetic
1135190,Lionel Richie,All Around The World - Bob Sinclar Remix Radio Edit,5nVJtGvKNsdcvZ8rBVP3jV,18,2007,disco,0.696,0.86,0,-3.021,1,0.055,0.177,7.23e-05,0.255,0.824,128.001,210707,4,Happy
328247,DVBBS,IDWK - Loud Luxury Remix,0FoYiNKyfSVb1YnlvkhSBS,35,2018,electronic,0.661,0.888,1,-4.918,1,0.0583,0.022,0.0,0.133,0.447,121.059,174765,4,Energetic
903305,The Queers,I Hate Everything,5hAucOlICYcqvhrJhi0P4I,0,2003,power-pop,0.211,0.888,9,-11.29,0,0.0657,1.39e-05,0.0211,0.384,0.381,150.235,73267,4,Energetic
639039,Orchid,Don't Rat Out Your Friends,5DV5kbkdxv89pLLJG43khZ,20,2000,emo,0.337,0.952,11,-4.916,1,0.334,0.000165,0.528,0.117,0.136,76.852,51920,4,Calm
1137886,Kaskade,Sorry - Dirty South Remix,6DybEq8B0l0DfEHeFQOZoX,17,2007,edm,0.754,0.753,7,-7.944,1,0.0816,0.00208,0.0745,0.124,0.68,126.989,457323,4,Happy
464381,Eelke Kleijn,You,1jwLAsZTrJHMALCmsFsiBC,30,2020,progressive-house,0.596,0.604,5,-7.322,0,0.0285,0.171,0.475,0.421,0.0847,122.994,273516,4,Calm
1199283,Robert Kelly,Punching Butter,2fqyNsoDNFFmZ5AoUepnOp,12,2008,comedy,0.481,0.987,2,-4.189,1,0.622,0.75,0.0,0.934,0.513,113.164,278533,3,Calm
401680,Yountoven,서툰 이별을 하려해,4so85rrFc5TCgT6rd2vweV,41,2019,k-pop,0.538,0.47,7,-7.111,0,0.0378,0.82,0.0,0.243,0.196,133.585,241791,4,Sad
1208699,Kolombo,Reseau,2SQO2IRfVOLY07HqL2voO2,0,2008,edm,0.823,0.534,1,-10.292,1,0.0753,0.011,0.793,0.0867,0.038,128.011,422729,4,Calm
1031343,Udit Narayan,Tu Itni Pagli Kyun Hai,4UCNEIB5HjTgDZxTJPHq5r,12,2005,pop-film,0.487,0.565,7,-10.488,0,0.243,0.285,0.0,0.0689,0.748,84.023,288667,4,Calm
607092,Peryl,Centered,5TJ0ibOcgFQftRofRDZJg9,2,2023,industrial,0.694,0.755,7,-12.831,1,0.0509,0.00451,0.864,0.121,0.0359,130.01,310154,4,Energetic
1009631,Sir Douglas Quintet,Song Of Everything,5LU9HNmqjN44EsA1F7L8uV,6,2005,garage,0.437,0.592,4,-13.267,0,0.0393,0.0765,0.00188,0.187,0.631,112.639,245613,4,Calm
319490,Ian Bagg,Hot Nuns,495i7HvBAp8aBC54f9cCSN,14,2018,comedy,0.458,0.926,4,-10.147,0,0.941,0.916,7.38e-06,0.968,0.289,71.537,233611,4,Sad
762619,Bucky Pizzarelli,Someone To Watch Over Me,3NVE0p1LQaYjzNVDQ2Uv4K,1,2001,guitar,0.574,0.0109,0,-32.52,1,0.0482,0.993,0.946,0.121,0.203,63.748,158400,4,Sad
516284,Yasser Desai,Main Tera Ho Gaya,4imJhIxL7vHppT0LizOo5Q,30,2021,pop-film,0.474,0.451,8,-8.415,1,0.0343,0.755,0.000165,0.101,0.403,87.439,193636,4,Calm
507201,DJ Khaled,"BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)",1IZGMPe57hATuLJgmMR4eP,56,2021,hip-hop,0.669,0.687,6,-5.782,0,0.12,0.009,0.0,0.508,0.335,91.969,306194,4,Calm
1360630,We Are The Fallen,Bury Me Alive,5SbJacDwoaouWkGxG1TrHq,45,2010,goth,0.529,0.882,11,-2.962,0,0.0444,0.0208,1.32e-05,0.359,0.179,119.974,286640,4,Calm
1284362,Brasas do Forró,Eu Sei,4dB6QC04XbVCH2Prk8XFBN,0,2009,forro,0.727,0.866,5,-5.18,1,0.0449,0.509,0.0,0.248,0.887,100.043,198467,4,Happy
644916,Ludwig van Beethoven,"String Quartet No. 13 in B-Flat Major, Op. 130: I. Adagio ma non troppo - Allegro",6Iqf6RdACFb6SYPz22v2hy,14,2000,german,0.314,0.0696,10,-21.112,1,0.0432,0.964,0.758,0.0928,0.104,130.768,780227,4,Sad
1110423,Willie Nelson,Hallelujah,1Vk3cOti90EUHzLlNgd1qw,11,2006,singer-songwriter,0.241,0.582,9,-7.792,0,0.033,0.187,0.396,0.277,0.3,168.784,292773,3,Calm
968658,High On Fire,Eyes & Teeth - Live,1ALtEF92daRpCS0Xv5bT4t,3,2004,psych-rock,0.0981,0.814,0,-5.828,1,0.0523,4.78e-06,0.877,0.716,0.207,160.534,253293,4,Energetic
579674,Sleep Fruits Music,"Sleepy Dreams, Pt. 31",2PZPMC9qeRWTcJezCnSJGU,38,2022,sleep,0.165,0.00591,9,-37.515,1,0.047,0.973,0.791,0.111,0.0533,137.498,63000,3,Sad
483261,Jay Fung,冬日寂寞考 - Not So Lonely Version,6jhLZ1elmgQBDuDmJtjtt2,13,2021,cantopop,0.597,0.361,6,-12.43,1,0.0404,0.68,0.0,0.139,0.212,96.949,207217,4,Sad
553501,Volker Bertelmann,Scarf,2bHcfjJKofck1vLNbXGUfq,36,2022,german,0.242,0.197,0,-19.629,0,0.0445,0.923,0.326,0.111,0.0329,78.438,53710,4,Sad
632841,Red Rat,Thief (Call 119),5h51WrXISmifgfMFSUbnn8,0,2000,dancehall,0.674,0.865,6,-5.417,0,0.57,0.459,0.0,0.419,0.71,124.403,208867,5,Happy
563488,H I K E,lostonbrick,4yiteviu6ykAfAN7AspXCE,48,2022,jazz,0.847,0.292,1,-14.127,0,0.0851,0.771,0.938,0.108,0.138,80.011,120281,4,Sad
765315,8Ball,Roll with Me (feat. Faith Evans),0THWpuzX70RqMylhoG9W8z,35,2001,hip-hop,0.702,0.629,2,-5.139,0,0.0449,0.0334,0.0,0.142,0.409,144.29,292667,4,Calm
153063,Baden Powell,Samba Em Preludio,71ylDI2mU2euuDYcqGgoEC,11,2014,samba,0.446,0.0939,1,-23.335,1,0.0377,0.951,0.271,0.105,0.303,117.337,185173,3,Calm
408404,R3HAB,This Is How We Party - Cat Dealers Remix,0Gpp0hCjdRmqH2itcYlHVg,29,2019,progressive-house,0.71,0.839,11,-7.302,1,0.125,0.000384,0.464,0.154,0.0654,124.067,194516,4,Energetic
461230,Mia Carrera,Halo,4lu6zYkghmAlCnDcgKqJcY,58,2020,piano,0.407,0.114,9,-25.778,1,0.0499,0.989,0.943,0.0985,0.0614,114.752,210584,4,Sad
571969,Kikagaku Moyo,"Yayoi, Iyayoi",6lll2kVOFxahDJ8rs74Flu,24,2022,psych-rock,0.334,0.646,11,-3.206,0,0.0365,0.772,0.475,0.247,0.583,164.648,418067,3,Calm
870856,Lakeside,Fantastic Voyage,6V58m7XHBeoWbdzfTZVz9W,12,2003,disco,0.68,0.89,2,-7.614,1,0.102,0.0327,0.00887,0.925,0.413,114.174,943267,4,Calm
92434,Il Volo,We Are Love - Live From The Fillmore Miami Beach At Jackie Gleason Theater/2013,6I4OAVY2BfnQ6OJpuomM2W,13,2013,opera,0.324,0.482,9,-7.229,0,0.0385,0.837,1.64e-05,0.41,0.282,139.44,321467,4,Sad
1281855,Charlotte Gainsbourg,La Collectionneuse,2bQIRjxBS6DmqOkUzNidBf,18,2009,electronic,0.669,0.579,5,-9.628,0,0.0323,0.374,0.414,0.277,0.381,120.199,315417,4,Calm
271746,Dark Sky,Angels,0ZrpYZAJWku0zk4i0WVXUT,49,2017,electro,0.304,0.472,9,-15.884,0,0.0878,0.786,0.931,0.114,0.0641,92.218,256534,3,Sad
442699,Os Barões Da Pisadinha,Piseiro Estourou - Ao Vivo,66Ton8wO5oH1ZhjySX5GYR,35,2020,forro,0.643,0.965,10,-2.427,1,0.0822,0.557,1.44e-06,0.908,0.774,172.026,153466,4,Happy
1454793,Grateful Dead,"Brokedown Palace - Live at the Lyceum, London, England 5/25/1972",0emJjGjg7w5AQXlObFREhk,16,2011,psych-rock,0.537,0.287,10,-14.978,1,0.0355,0.735,0.00335,0.479,0.266,104.536,397120,4,Sad
263964,Koe Wetzel,Honey Pain,19SJLJ1Gy0xSVg44GQakNf,57,2017,country,0.641,0.224,7,-13.081,1,0.0387,0.658,4.55e-06,0.0991,0.177,132.915,338347,4,Sad
546563,Virus Syndicate,Let That Go,2NX8NP9hZ0Cl97jrmgxJh6,42,2022,dub,0.657,0.933,9,-3.06,1,0.235,0.00776,6.66e-06,0.201,0.521,174.006,231724,4,Energetic
502399,Birdflesh,Teenage Mutilator - Live,0rsPexhC7Mo7IE6Rnb7zls,0,2021,grindcore,0.209,0.987,6,-4.666,0,0.279,0.142,0.0,0.699,0.0877,106.452,104280,4,Calm
500709,The Grascals,Maybelle,6IBbvLtjyuA0kv30goCK42,25,2021,gospel,0.652,0.512,9,-9.658,0,0.0283,0.858,0.00144,0.0842,0.623,124.971,139000,4,Calm
471262,Toots & The Maytals,Do The Reggay,3vlwudRJ1CyfeIxN65kuea,10,2020,ska,0.663,0.703,2,-8.158,1,0.0467,0.576,0.0482,0.708,0.96,145.4,189333,4,Happy
749539,Painkiller,Morning of Balachaturdasi,4jaPBPkJiXCpm3ub55ZNgQ,3,2001,dub,0.379,0.706,0,-12.307,1,0.121,0.0168,0.843,0.0402,0.156,118.87,877533,4,Calm
1415848,Arctic Night,Fly to Me - Timewave Remix,24lc8cTAFOtXD1554415AF,9,2011,deep-house,0.502,0.815,5,-8.631,0,0.0294,0.00129,0.874,0.0954,0.419,128.005,545000,4,Energetic
323977,Demuja,Come To Me,5S4cQzuBCkRbB3X1E7YK0V,26,2018,deep-house,0.835,0.61,8,-8.131,1,0.0885,0.181,0.395,0.106,0.645,122.005,381889,4,Calm
755143,Cavalo De Pau,Bombom,71q9mVtgLSpAVvuRcB2PLl,0,2001,forro,0.783,0.79,0,-6.708,1,0.0677,0.151,0.0,0.0373,0.963,167.963,190027,4,Happy
653789,Brian Silas,Pankh Hote To Ud Aati - Instrumental,37ulRYv0nMWgtSTV9rh73G,3,2000,indian,0.468,0.469,5,-16.417,1,0.0355,0.854,0.89,0.811,0.76,119.299,137945,4,Calm
805899,*NSYNC,"Merry Christmas, Happy Holidays",78qA5pGnazxw7ws3wtjbde,18,2002,dance,0.641,0.934,5,-4.301,1,0.0473,0.116,0.0,0.874,0.733,105.006,253787,4,Happy
1409567,Paul Mealor,She Walks In Beauty,5oal3zPRIyL8B6QgZrEumy,18,2011,classical,0.109,0.0254,7,-25.047,1,0.0408,0.981,0.773,0.0805,0.0315,92.372,287360,4,Sad
503446,Liam Stoler,Haagse Bos,4gEzrRW6eShptXNUq2NAeF,19,2021,guitar,0.585,0.0574,0,-15.322,1,0.0497,0.984,0.951,0.112,0.0953,91.901,204533,3,Sad
1220029,Looking for an Answer,No Es Justo / Son Complices,7LuW3o3RVDaWjUPbu8ObRd,0,2008,grindcore,0.2,0.981,1,-8.83,0,0.139,2.64e-06,0.00467,0.15,0.0457,140.126,189000,4,Energetic
131723,DJ Gollum,Narcotic - Money G Radio Edit,6eEIcowtaANS2Lu7DKs8L3,42,2014,german,0.741,0.542,6,-7.948,1,0.0401,0.00742,0.00976,0.333,0.629,127.988,214204,4,Calm
513181,Jim Brickman,Sweet Hour of Prayer,00QZfetKQWHvVTve1gjlZo,15,2021,new-age,0.468,0.0785,0,-14.689,1,0.0517,0.993,0.933,0.162,0.268,105.521,156022,1,Sad
